Timestamp,Value
6/27/2016 11:15,-3.579228854
6/27/2016 12:00,-3.856883558
6/27/2016 12:45,-0.224415808
6/27/2016 13:30,-0.310302538
6/27/2016 13:45,-0.162718525
6/27/2016 14:00,-2.14910485
6/27/2016 14:45,-1.750456097
6/27/2016 15:00,-4.212633232
6/27/2016 16:00,-1.366914572
6/27/2016 16:15,-0.67874443
6/27/2016 17:00,-1.907610799
6/27/2016 17:15,-0.070528823
6/27/2016 17:45,-1.043053636
6/27/2016 18:45,-0.544508488
6/27/2016 19:00,-2.013980206
6/27/2016 19:15,-0.853893955
6/27/2016 20:00,-0.570261893
6/27/2016 20:30,-1.825785098
6/27/2016 20:45,-1.252589914
6/27/2016 21:00,-0.283281473
6/27/2016 22:15,-1.144151713
6/27/2016 22:30,-1.681313418
6/27/2016 22:45,-1.609466964
6/27/2016 23:00,-0.653652513
6/28/2016 0:00,-1.37656119
6/28/2016 0:30,-1.657113042
6/28/2016 6:00,-0.747574846
6/28/2016 6:15,-2.430604204
6/28/2016 6:30,-1.497995481
6/28/2016 7:30,-0.954669122
6/28/2016 9:45,-1.014738648
6/28/2016 10:00,-0.463993068
6/28/2016 10:15,-0.14085865
6/28/2016 10:30,-0.808764395
6/28/2016 11:15,-1.31471694
6/28/2016 11:30,-4.66499428
6/28/2016 11:45,-3.614071078
6/28/2016 12:00,-1.130614786
6/28/2016 12:15,-1.015190976
6/28/2016 12:45,-1.065207881
6/28/2016 13:30,-0.243032593
6/28/2016 13:45,-3.487575312
6/28/2016 14:00,-0.522931819
6/28/2016 14:15,-1.36745448
6/28/2016 14:30,-3.263760487
6/28/2016 14:45,-4.271622611
6/28/2016 15:00,-1.887440008
6/28/2016 16:30,-1.357475333
6/28/2016 16:45,-2.655405329
6/28/2016 17:00,-2.759471638
6/28/2016 17:15,-0.956307386
6/28/2016 17:30,-0.6144497
6/28/2016 18:00,-1.904970867
6/28/2016 18:15,-1.794410846
6/28/2016 18:30,-0.905621826
6/28/2016 18:45,-2.319359843
6/28/2016 19:00,-2.498773075
6/28/2016 19:15,-0.078594516
6/28/2016 19:30,-1.683115476
6/28/2016 19:45,-2.737633934
6/28/2016 20:00,-3.711726165
6/28/2016 20:15,-2.10771166
6/28/2016 20:30,-1.181664536
6/28/2016 20:45,-0.527058642
6/28/2016 21:00,-0.265187406
6/28/2016 21:30,-1.194719331
6/28/2016 21:45,-0.659724755
6/28/2016 22:00,-1.727847441
6/28/2016 22:30,-1.674024276
6/28/2016 22:45,-1.287957255
6/28/2016 23:00,-2.269493724
6/28/2016 23:15,-2.35386912
6/29/2016 4:45,-0.076351298
6/29/2016 6:00,-0.006204155
6/29/2016 7:00,-1.338865366
6/29/2016 7:15,-0.494606517
6/29/2016 7:30,-1.932779649
6/29/2016 8:00,-0.439659759
6/29/2016 9:30,-1.8048998
6/29/2016 10:45,-0.935553293
6/29/2016 11:00,-4.649382574
6/29/2016 11:15,-1.491108347
6/29/2016 11:30,-0.505121909
6/29/2016 11:45,-2.593624407
6/29/2016 12:00,-2.523884443
6/29/2016 12:15,-0.240958705
6/29/2016 12:30,-1.289604383
6/29/2016 12:45,-3.07361418
6/29/2016 13:00,-6.638739005
6/29/2016 13:15,-2.928992173
6/29/2016 13:30,-3.50698909
6/29/2016 13:45,-2.329335302
6/29/2016 14:00,-2.277972108
6/29/2016 14:15,-0.583291517
6/29/2016 14:30,-0.186428876
6/29/2016 15:15,-0.259093908
6/29/2016 15:30,-2.398297835
6/29/2016 15:45,-5.527000109
6/29/2016 16:00,-3.036383765
