Timestamp,Value
11/5/2016 5:45,-5.235879095
11/5/2016 6:00,-0.349953454
1/16/2017 14:00,-0.254279453
1/26/2017 11:30,-0.659412633
1/26/2017 12:45,-0.038084368
1/26/2017 13:00,-0.479078138
1/26/2017 13:45,-1.565399302
1/26/2017 14:15,-0.714491617
1/26/2017 14:30,-1.570200883
1/26/2017 14:45,-1.117746671
1/26/2017 15:15,-0.153994896
1/27/2017 10:45,-0.035624753
1/27/2017 11:30,-0.531374919
2/23/2017 7:45,-0.305430035
2/23/2017 8:00,-0.807406654
2/23/2017 8:15,-0.862969971
2/23/2017 8:30,-3.346686022
2/23/2017 8:45,-2.336724103
2/23/2017 9:00,-2.127080278
2/23/2017 9:15,-3.533872673
2/23/2017 9:30,-0.689469952
2/23/2017 9:45,-1.476688534
2/23/2017 10:00,-1.351113453
2/23/2017 10:30,-0.022091326
2/23/2017 11:00,-0.140628393
2/23/2017 15:45,-0.012360805
2/25/2017 11:30,-1.241988532
2/25/2017 11:45,-1.671231701
2/25/2017 12:00,-1.867395589
2/25/2017 12:15,-1.55767332
2/25/2017 12:30,-4.612698869
2/25/2017 12:45,-2.879534276
2/25/2017 13:15,-1.029430505
2/25/2017 14:00,-1.327383449
2/25/2017 15:30,-1.325914932
6/25/2017 7:30,-0.071139872
