Timestamp,Value
6/12/2016 21:00,-0.024597834
6/15/2016 21:00,-0.093621628
6/15/2016 21:15,-0.027703462
6/16/2016 18:30,-0.111105706
6/16/2016 18:45,-0.033347599
6/20/2016 22:45,-0.025272536
6/27/2016 11:15,-0.051510838
6/27/2016 12:00,-0.410385579
6/28/2016 11:30,-0.263273536
6/29/2016 12:00,-0.231359367
6/29/2016 12:30,-0.3323111
6/29/2016 12:45,-0.643065301
6/29/2016 13:00,-0.779044239
6/29/2016 13:15,-0.45148206
6/29/2016 13:30,-0.65331865
6/29/2016 13:45,-0.593790976
6/29/2016 14:00,-0.687842709
6/29/2016 14:15,-0.350128325
6/29/2016 14:30,-0.168356275
6/29/2016 14:45,-0.23752739
6/29/2016 15:00,-0.214472436
6/29/2016 15:15,-0.367013447
6/29/2016 15:30,-0.695954536
6/29/2016 15:45,-1.121895294
6/29/2016 16:00,-0.594944328
6/29/2016 17:30,-0.117044452
6/30/2016 8:45,-0.004427119
6/30/2016 9:00,-0.087548852
6/30/2016 9:30,-0.045180611
6/30/2016 9:45,-0.160331603
6/30/2016 10:00,-0.531892451
6/30/2016 10:15,-0.619933618
6/30/2016 10:30,-0.67519221
6/30/2016 10:45,-0.715736431
6/30/2016 11:00,-0.697319095
6/30/2016 11:15,-0.738835875
6/30/2016 11:30,-1.232280035
6/30/2016 11:45,-0.335949683
6/30/2016 12:00,-0.604524197
6/30/2016 12:15,-0.109795495
6/30/2016 12:30,-0.291466078
6/30/2016 12:45,-0.422530147
6/30/2016 13:00,-0.403669828
6/30/2016 13:15,-0.279356687
6/30/2016 13:30,-0.36486667
6/30/2016 13:45,-0.172288562
6/30/2016 14:00,-0.215793047
7/3/2016 17:15,-0.086364238
7/3/2016 17:30,-0.725329304
7/3/2016 17:45,-0.042637197
7/10/2016 20:45,-0.038369942
7/10/2016 21:00,-0.144597834
7/10/2016 22:30,-0.197340929
7/11/2016 15:30,-0.153494299
7/11/2016 15:45,-0.244619448
7/11/2016 16:00,-0.175590538
7/15/2016 4:15,-0.046248234
7/15/2016 6:00,-0.135680767
7/15/2016 6:15,-0.109983601
7/15/2016 6:30,-0.48704952
7/15/2016 6:45,-0.192208205
7/15/2016 7:00,-0.435575857
7/15/2016 7:15,-0.177678119
7/15/2016 7:30,-0.363282607
7/15/2016 7:45,-0.78678908
7/15/2016 8:00,-0.730723355
7/15/2016 8:15,-0.412505904
7/15/2016 8:30,-1.06325793
7/15/2016 8:45,-1.093554571
7/15/2016 9:00,-0.429309404
7/15/2016 9:15,-0.763657287
7/15/2016 9:30,-0.898137793
7/15/2016 9:45,-0.766783307
7/15/2016 10:00,-0.916387329
7/15/2016 10:15,-0.469368174
7/15/2016 10:30,-0.779788296
7/15/2016 10:45,-0.826772303
7/15/2016 11:00,-0.596383862
7/15/2016 11:15,-0.32316896
7/15/2016 11:30,-0.461824813
7/15/2016 11:45,-0.383724428
7/15/2016 12:00,-0.366624126
7/15/2016 12:15,-0.644490295
7/15/2016 12:30,-0.598958301
7/15/2016 12:45,-0.434183883
7/15/2016 13:00,-0.434396222
7/15/2016 13:15,-0.599818046
7/15/2016 13:30,-0.657594862
7/15/2016 13:45,-0.208506029
7/15/2016 14:00,-0.22677597
7/15/2016 14:15,-0.622867012
7/15/2016 14:30,-0.217289036
7/15/2016 14:45,-0.227717396
7/15/2016 15:00,-0.130932786
7/15/2016 16:00,-0.07105959
7/15/2016 16:15,-0.367334682
7/15/2016 16:30,-0.634796747
7/15/2016 16:45,-0.472520033
7/15/2016 17:00,-0.262309244
7/15/2016 17:15,-0.023885423
