Timestamp,Value,Name,Pressure Event,Event Score,Status
"6/28/2016 10:30:00 AM","-0.851748734","Stn55","","",""
"6/28/2016 10:45:00 AM","-0.922580626","Stn12","","",""
"6/28/2016 10:45:00 AM","-0.463227441","Stn31","","",""
"6/28/2016 11:00:00 AM","-0.439583615","Stn12","","",""
"6/28/2016 11:00:00 AM","-0.112654749","Stn20","","",""
"6/28/2016 11:00:00 AM","-0.173990128","Stn30","","",""
"6/28/2016 11:00:00 AM","-0.957699107","Stn31","","",""
"6/28/2016 11:15:00 AM","-0.637623691","Stn12","","",""
"6/28/2016 11:15:00 AM","-0.802515495","Stn14","","",""
"6/28/2016 11:15:00 AM","-1.31471694","Stn16","","",""
"6/28/2016 11:15:00 AM","-0.341676836","Stn20","","",""
"6/28/2016 11:15:00 AM","-0.464809638","Stn29","","",""
"6/28/2016 11:15:00 AM","-1.134924223","Stn30","","",""
"6/28/2016 11:15:00 AM","-2.011069259","Stn31","","",""
"6/28/2016 11:15:00 AM","-1.30031297","Stn55","","",""
"6/28/2016 11:25:00 AM","0.200271692","Flow","","",""
"6/28/2016 11:30:00 AM","-1.724879972","Stn12","","",""
"6/28/2016 11:30:00 AM","-5.58700181","Stn14","","",""
"6/28/2016 11:30:00 AM","-3.802628048","Stn15","","",""
"6/28/2016 11:30:00 AM","-4.66499428","Stn16","","",""
"6/28/2016 11:30:00 AM","-1.101826364","Stn20","","",""
"6/28/2016 11:30:00 AM","-0.263273536","Stn21","","",""
"6/28/2016 11:30:00 AM","-1.306546084","Stn29","","",""
"6/28/2016 11:30:00 AM","-2.134171677","Stn30","","",""
"6/28/2016 11:30:00 AM","-5.454839987","Stn31","","",""
"6/28/2016 11:30:00 AM","-5.332428491","Stn55","","",""
"6/28/2016 11:40:00 AM","1.064290216","Flow","","",""
"6/28/2016 11:45:00 AM","-3.399457207","Stn12","","",""
"6/28/2016 11:45:00 AM","-4.101080875","Stn14","","",""
"6/28/2016 11:45:00 AM","-2.789816607","Stn15","","",""
"6/28/2016 11:45:00 AM","-3.614071078","Stn16","","",""
"6/28/2016 11:45:00 AM","-0.824425772","Stn29","","",""
"6/28/2016 11:45:00 AM","-1.41486837","Stn30","","",""
"6/28/2016 11:45:00 AM","-4.562359248","Stn31","","",""
"6/28/2016 11:45:00 AM","-4.04474143","Stn55","","",""
